rid,rkey,date,status,contact.id,comments,ip.address,long,lat,county,city,region,postal,url,url2,url3,url4,intro logic,agree,userid,user,time,page.logic1,Copy of userid,policy.placement,healthcare.law,imm.law,photo.nonphoto.pk,hr,ns,jn,hr2,jn2,ns2,page.logic,am1,mm1,mm2,am2,am11,am21,mm11,mm21,correct.or.conf,rg,sb,rg.rg,rg.ad,rg.jc,rg.ak,how.sure,sb.jb,sb.sb,sb.ks,sb.tv,health.ins.y,health.ins.r,health.ins.d,illegal.y,illegal.r,illegal.d,ideology.n,ideology,news.wsj,news.nyt,news.wp,news.usa,news.other,news.other.s,tv.cbs,tv.fox,tv.pbs,tv.nbc,tv.other,tv.abc,tv.others,cable.fox,cable.msnbc,cable.cspan,cable.bbc,cable.other,cable.cnn,cable.others,radio.npr,radio.rl,radio.ms,radio.other,radio.others,web.huff,web.drudge,web.portal,web.other,web.other.s,tv.days,attention,talk.politics,talk.other.politics,pid1,pid.other,pid2.r,pid2.d,pid2.other,therm.b,therm.r,therm.d,therm.w,therm.h,therm.l,therm.ill,open.closed,ww2.cas,fem.death,ww2.cas2,fem.death2,deport,deport.sure,imm,imm.sure,steagall,healthcare.pk1,healthbill,death.panel,medicare,future.increase,cuts.benefits,illegal,single.payer,upper.class,mammograms,tax.100k,welfare,blk.welfare,dkencouraging.dk.discouraging,reagan,clinton,wbush,reagan2,clinton2,wbush2,obama2,pol.interest,vote.2010,contribute1,contact,attend,def.party,def.other,healthcare.law2,imm.law2,structure,certain,oneside,changeview,confident,curiosity,considerate,independence,obedience
248,219296,9/9/2010 23:39,Complete,,,70.42.16.187,-122.3041,37.5402,United States,San Mateo,CA,94403,,,,FY101409,,I agree to participate,FY101409,,18,,,end,,,photo,,,,congressman,,French president,,,,,German Chancellor,,,,Secretary of Agriculture,percent,,,,5,5,,,,7,,,1,7,3,2,2,6,,Slightly liberal,,NY Times,,,,,CBS,,PBS,NBC,,ABC,,,,,BBC,,CNN,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Yahoo News,7,A lot,6,5,Democrat,,,Not very strong,,50,25,75,55,45,60,10,closed,[Erstwhile] Soviet Union,Unintentional injuries,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Ronald Reagan,,,0,0,6,5,0,0,5,4,20%,3%,30%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,0,6,6,Don't Know,,8,6,5,4,7,6,4,1,2,3,6
249,219305,9/9/2010 23:37,Complete,,,63.195.82.20,-122.0196,37.3842,United States,Sunnyvale,CA,,,,,FY101718,,I agree to participate,FY101718,,29,,,start,9,1,nonphoto,Senate Majority Chief,President of France,Secretary of Homeland Security,,,,,President of Germany,Senator,,,,,,,percent,,,0,5,5,0,,2,2,2,2,3,7,1,5,2,6,,Liberal,Wall Street Journal,NY Times,,,,,,,,,,,,,,,, Others ,,Daily Show,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A moderate amount,1,5,Democrat,,,Strong,,100,20,80,100,100,100,60,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,Don't Know,,,0,0,6,0,2,1,3,7,37%,2%,15%,Branch A,Don't Know,Don't Know,Increased,,,,,6,8,4,6,0,Don't Know,,,,5,2,4,5,5,2,2,3,6
251,219315,9/10/2010 0:06,Complete,,,174.45.240.117,-97,38,United States,,,,,,,FY101272,,I agree to participate,FY101272,,66,,,start,8,0,photo,,,,Speaker of the House,Homeland Security Head,Chief of Staff,,,,,merekowski?,,,,Senate Minority Leader,regular,Robert Gates,Stephen Breyer,,,,,,,,,,2,7,2,7,2,6,,Liberal,,NY Times,,,,,,,,,,,,,,,, Others ,,The Daily Show,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,My erudite  30 year old son,5,A great deal,1,2,Democrat,,,Strong,,85,30,60,50,60,,,closed,Couldn't say,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,7,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,Don't Know,Couldn't say,Couldn't say,,,,,,,,,33%,10%,15%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,6,10,6,5,3,Democrats,,,,4,3,3,3,4,1,1,2,6
252,219323,9/10/2010 0:15,Complete,,,76.247.107.139,-121.8569,37.3073,United States,San Jose,CA,,,,,FY101399,,I agree to participate,FY101399,,75,,,end,,,nonphoto,Senator,"President, France",Senator,,,,,"Chancellor, Germany",,,,,,Don't Know,,percent,,,3,0,0,0,,0,0,0,0,1,2,6,1,2,6,,Liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,A great deal,0,5,Independent,,,,Closer to Democratic Party,50,50,50,50,50,50,50,closed,Germany,Heart Disease,,,Don’t Know,,Couldn’t Say,,Don't Know,,,0,0,5,5,0,5,0,5,33%,5%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,2,0,0,0,0,Don't Know,,10, dk,6,2,4,3,2,5,5,3,2
253,219325,9/10/2010 0:24,Complete,,,70.173.142.140,-115.1831,36.1443,United States,Las Vegas,NV,89102,,,,FY101307,,I agree to participate,FY101307,,55,,,end,,,nonphoto,Senate Majority leader,President of France,Sec. of Homeland Security,,,,,President of Germany,Senator,,,,,,,regular,Robert Gates,Couldn't Say,,,,,,,,,,I haven't thought much about this,6,2,3,1,5,,Slightly liberal,,,Washington Post,, Other ,"las vegas sun, new orleans times picayune",,,,,,,,,,,,,,,,,,,,Huffington Post,Drudge Report,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,slate,0,A little,1,7,Independent,,,,Closer to Democratic Party,90,10,20,70,70,86,40,open,,,japan,cancer,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,5,Ronald Reagan,Couldn't say,Couldn't say,,,,,,,,,14%,2%,15%,Branch B,,,,Increased,Decreased,Increased,Increased,7,10,1,4,6,Other,Neither, dk,0,5,3,7,3,4,4,5,4,5
254,219328,9/10/2010 0:36,Complete,,,141.195.56.70,-80.1733,41.6465,United States,Meadville,PA,16335,,,,,,I agree to participate,,,17,,,start,9,0,photo,,,,,,rahm emanuel,,,,,,,Don't Know,,Don't Know,regular,,Stephen Breyer,,,,,,,,,,2,7,2,5,2,6,,Liberal,,,,,,,,,,,Other,,msnbc,,MSNBC,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,msnbc,1,A lot,,6,Democrat,,,Strong,,60,25,70,60,60,65,45,open,,,Poland,Heart Disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Ronald Reagan,Increases the Medicare payroll tax for upper‐income Americans,Replaces Medicare with a “public option”,,,,,,,,,20%,5%,5%,Branch A,Increased,Decreased,Increased,,,,,9,7,4,5,6,Democrats,,,,6,2,5,5,4,2,3,6,4
255,219333,9/10/2010 0:31,Complete,,,99.178.133.59,-117.127,32.9656,United States,San Diego,CA,92129,,,,FY101028,,I agree to participate,FY101028,,32,,,end,,,nonphoto,Majority Whip-- Senate,Pres of France,Sec. of Health & Human Services,,,,,Pres. of Germany,Republican,,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,2,7,2,5,2,6,,Slightly liberal,,,,, Other ,Sacramento Bee,,,,,,,,,,,,,,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,Slate,1,A moderate amount,7,7,Democrat,,,Strong,,70,30,70,70,70,70,60,open,,,Soviet Union,Heart Disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,George W. Bush,Couldn't say,Couldn't say,,,,,,,,,30%,1%,5%,Branch B,,,,Increased,Decreased,Increased,Increased,8,10,0,0,5,Democrats,,8,1,3,6,4,2,1,1,1,4,6
256,219337,9/10/2010 0:32,Complete,,,98.208.12.12,-121.3678,38.3928,United States,Elk Grove,CA,,,,,FY101327,,I agree to participate,FY101327,,44,,,end,,,nonphoto,"Senate Majority Leader, Senator from Nevada",President of France,Secretary of Homeland Security,,,,,Prime Minister of Germany,"Minority Leader of the Senate, Senator from Kentucky",,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,1,6,3,7,2,5,,Slightly liberal,,NY Times,Washington Post,,,,,,,,,,,,,,,,,,NPR,,,,,,,,,,0,A little,5,4,Democrat,,,Strong,,100,30,75,75,80,90,70,open,,,Soviet Union,Breast Cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,Provides coverage for people who are currently in the country illegally,Limits future increases in payments to Medicare providers,,,,,,,,,5%,1%,10%,Branch A,Increased,Decreased,Increased,,,,,10,10,10,4,4,Democrats,,7,0,3,3,4,4,2,2,2,2,6
257,219339,9/10/2010 0:44,Complete,,,71.105.65.149,-118.2988,34.0416,United States,Los Angeles,CA,,,,,FY101787,,I agree to participate,FY101787,,28,,,end,,,photo,,,,"Harry Reed, Senate Majority Leader",Supreme Court Justice Nominee,president of France,,,,Senate Minority Leader,Chancelor of Germany,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,6,4,2,3,5,7,,Moderate,,,,, Other ,Internet,,,,,Other,,,,,,, Others ,CNN,"Huffington Post, Cato Institute",NPR,,,,,Huffington Post,Drudge Report,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,"Cato, The aily Reckoning",5,A moderate amount,5,8,Other,libertarian,,,,50,60,30,50,50,50,40,open,,,Soviet Union,heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",4,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Cuts benefits to existing Medicare patients,,,,,,,,,30%,4%,20%,Branch B,,,,Increased,Decreased,Increased,Increased,10,8,5,8,6,Other,anyone else!,0,8,2,4,6,4,2,2,1,2,7
258,219341,9/10/2010 0:33,Complete,,,71.198.2.128,-122.1283,37.3558,United States,Los Altos,CA,,,,,FY101579,,I agree to participate,FY101579,,90,,,end,,,photo,,,,Senator,,President,,,,,,,Chancellor of Germany,,Don't Know,percent,,,0,0,0,0,,0,10,0,0,1,7,4,7,2,5,,Very liberal,,NY Times,,,,,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A little,3,5,Democrat,,,Strong,,100,0,85,85,85,100,100,open,,,Poland,Heart attack,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",0,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,,,0,0,5,0,0,0,5,5,20%,1%,1%,Branch A,Increased,Decreased,Increased,,,,,5,10,10,7,7,Democrats,,10,0,2,6,2,1,2,3,4,1,7
259,219346,9/10/2010 0:48,Complete,,,121.243.204.229,72.8258,18.975,India,Mumbai,16,,,,,FY101612,,I agree to participate,FY101612,,26,,,end,,,photo,,,,Congressman,Governor,Chief Information Officer,,,,Justice,Senator,,,,,percent,,,5,1,1,0,,2,6,3,0,7,5,3,7,2,4,,Moderate,Wall Street Journal,NY Times,,,,,,,,NBC,,,,Fox News,MSNBC,,,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,1,A little,1,5,Independent,,,,Equally close to both,30,,,70,50,50,50,closed,Germany,Don't Know,,,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can escort illegal immigrants back across the border,9,George H. Bush,,,7,5,6,7,4,3,7,5,95%,25%,35%,Branch B,,,,Increased,Increased,Increased,Increased,3,0,0,0,5,Don't Know,,5,2,5,4,5,5,3,6,6,2,4
260,219356,9/10/2010 1:29,Complete,,,75.175.49.185,-122.6554,45.5184,United States,Portland,OR,,,,,FY101334,,I agree to participate,FY101334,,40,,,end,,,photo,,,,,,,,,,,,,Prime Minister of Austria,,Don't Know,percent,,,0,0,0,0,,0,0,0,0,3,7,3,5,1,4,,Liberal,,,,,,,,,PBS,,,,,,,,BBC,,,,NPR,,,,,,,,,,0,A little,2,5,Democrat,,,Strong,,50,15,60,50,50,50,50,open,,,France,heart disease,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Ronald Reagan,,,0,0,7,0,0,0,5,10,20%,10%,20%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,7,10,10,9,8,Democrats,,10,0,6,4,5,5,3,2,2,3,6
261,219389,9/10/2010 3:25,Complete,,,112.65.148.50,105,35,China,,,,,,,FY101314,,I agree to participate,FY101314,,101,,,start,3,6,photo,,,,,governor of Arizona,,,,,U.S. Senate majority leader,,,Chancellor of Germany,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,7,3,2,1,5,,Slightly liberal,Wall Street Journal,NY Times,,,,,,,,,,,,,,,, Others ,,CNBC,NPR,,, Others ,BBC World Service,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",,,0,A moderate amount,3,7,Independent,,,,Closer to Democratic Party,40,20,30,60,50,80,10,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Bill Clinton,Increases the Medicare payroll tax for upper‐income Americans,Limits future increases in payments to Medicare providers,,,,,,,,,25%,5%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,8,0,0,2,1,Don't Know,,,,2,7,3,4,1,3,2,2,5
262,219404,9/10/2010 3:46,Complete,,,139.17.89.183,13.0667,52.4,Germany,Potsdam,11,,,,,FY101584,,I agree to participate,FY101584,,7,,,end,,,nonphoto,,President of France,senator or representative,,,,,chancellor of Germany,,,,,,Don't Know,,percent,,,10,,,,,,,0,,1,6,3,5,3,5,,Liberal,,,,, Other ,overseas media,,,,,Other,,overseas media,,,,BBC,,,,,,, Others ,overseas media,,,,,,4,A lot,0,2,Democrat,,,Not very strong,,50,40,60,50,50,60,30,open,,,Russia,cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",0,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,1,Don't Know,,,0,0,7,0,0,0,0,5,20%,10%,10%,Branch A,Decreased,Remained the Same,Increased,,,,,3,0,0,0,3,Republicans,,10,2,5,4,4,5,3,2,2,6,6
264,219452,9/10/2010 6:01,Complete,,,195.93.21.37,-2,54,United Kingdom,,,,,,,FY101139,,I agree to participate,FY101139,,16,,,start,5,5,photo,,,,,,President of France,,,,,Chancellor of Germany,,,,Don't Know,regular,Robert Gates,Couldn't Say,,,,,,,,,,4,I haven't thought much about this,I haven't thought much about this,I haven't thought much about this,I haven't thought much about this,I haven't thought much about this,,Moderate,,,,, Other ,The Times of London,,,,,Other,,BBC,,,,BBC, Others ,,Sky,,,, Others ,BBC world service,,,,,,7,A moderate amount,0,5,Other,Foreign,,,,60,50,50,60,60,40,30,open,,,USSR,Heart attacks,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Couldn’t Say,,Ronald Reagan,Couldn't say,Couldn't say,,,,,,,,,20%,15%,25%,Branch A,Decreased,Increased,Increased,,,,,7,,0,0,7,Don't Know,,,,3,5,5,3,3,3,3,3,5
265,219455,9/10/2010 6:15,Complete,,,81.178.186.146,-2,54,United Kingdom,,,,,,,FY101021,,I agree to participate,FY101021,,32,,,end,,,nonphoto,Not sure,French President,US Security Chief,,,,,German Prime Minister,Not sure,,,,,,,percent,,,9,1,0,0,,1,9,0,0,6,6,2,6,4,6,,Slightly conservative,,,,, Other ,London Times,,,,,Other,,"CNN, Sky News, BBC",,MSNBC,,BBC,,CNN,,,,,,,,,,,,4,A lot,3,4,Republican,,Strong,,,50,60,60,60,50,50,50,open,,,Russia,Breast Cancer,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,Don't Know,,,2,3,4,5,5,1,7,5,25%,15%,20%,Branch B,,,,Increased,Remained the Same,Increased,Increased,7,0,0,0,0,Don't Know,,5,2,4,4,4,4,3,3,3,3,4
266,219475,9/10/2010 6:55,Complete,,,195.59.47.132,-1,51.4333,United Kingdom,Reading,K7,,,,,FY101192,,I agree to participate,FY101192,,20,,,start,10,3,photo,,,,Senator,Secretary,French President,,,,Senator,German Chancellor,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,1,7,2,3,2,5,,Slightly conservative,Wall Street Journal,,,,,,,,,,,,,,MSNBC,,BBC,,CNN,,,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,"CNN, BBC",7,A lot,3,8,Republican,,Not very strong,,,60,30,50,60,60,80,40,closed,[Erstwhile] Soviet Union,Breast Cancer,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",5,Can escort illegal immigrants back across the border,6,George H. Bush,Does not reimburse routine mammograms for women younger than 50,Replaces Medicare with a “public option”,,,,,,,,,35%,25%,20%,Branch B,,,,Increased,Decreased,Increased,Decreased,7,9,0,0,0,Republicans,,,,3,3,5,3,4,3,2,3,4
267,219502,9/10/2010 7:29,Complete,,,212.45.98.76,9.2,45.4667,Italy,Milan,9,,,,,FY101203,,I agree to participate,FY101203,,28,,,start,8,2,nonphoto,Senate Majority Leader,"President, France",Attorney General,,,,,"Prime Minister, Germany",,,,,,Don't Know,,percent,,,0,0,0,0,,0,5,0,0,1,7,4,5,4,4,,Slightly liberal,Wall Street Journal,NY Times,,, Other ,"Il Sole 24 Ore, Ft.com",,,,,,,,,,,,,,,,,,,,Huffington Post,,,,,0,Not at all,2,3,Independent,,,,Closer to Democratic Party,50,15,60,50,50,100,60,open,,,Russia,Heart disease,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",2,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,7,Bill Clinton,,,0,0,7,4,3,0,0,7,30%,20%,20%,Branch A,Increased,Increased,Increased,,,,,8,0,0,9,9,Don't Know,,,,2,6,7,3,3,1,1,4,7
274,219634,9/10/2010 10:06,Complete,,,174.51.18.236,-105.1568,39.6825,United States,Denver,CO,80228,,,,FY101476,,I agree to participate,FY101476,,20,,,start,9,2,nonphoto,Senate majority leader,French president,Secretary of.........,,,,,German PM,House majority leader,,,,,,,regular,Don't Know,Stephen Breyer,,,,,,,,,,1,6,1,6,1,4,,Slightly liberal,,,,, Other ,financial times,,,,,,,,,,,,,,,NPR,,,,,,,"Online Portal like Google News, AOL or Topix that gathers news from many different sources",Other,slate.com,0,Not at all,2,7,Independent,,,,Closer to Democratic Party,85,20,51,85,85,100,85,open,,,Japan,Breast cancer,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",0,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,8,Ronald Reagan,Couldn't say,Couldn't say,,,,,,,,,28%,3%,20%,Branch A,Increased,Decreased,Increased,,,,,6,10,6,4,7,Don't Know,,,,4,4,6,6,5,1,1,2,7
275,219635,9/10/2010 11:30,Complete,,,80.6.161.159,-1.8833,50.7167,United Kingdom,Bournemouth,B2,,,,,FY101163,,I agree to participate,FY101163,,22,,,end,,,photo,,,,no idea,no idea,President of France,,,,no idea,"Forbundskansler, Germany",,,,,percent,,,0,0,0,0,,0,0,0,0,1,5,2,4,2,6,,Slightly liberal,,NY Times,Washington Post,, Other ,"The Economist, New Scientist, Svensa Dagblade, Dagens Industri",,,,,,,,,,,,,,,,,,,,Huffington Post,,,Other,"NYTimes, Slate, AEI, Washington Post",0,Not at all,5,7,Other,Moderat in Sweden,,,,60,60,70,60,55,60,45,closed,[Erstwhile] Soviet Union,Heart Disease,,,Question any person whom they suspect to be an illegal immigrant for their papers,8,Can  ask anyone they suspect of being an illegal immigrant for their papers,6,George H. Bush,,,0,0,7,0,0,0,0,5,30%,6%,10%,Branch B,,,,Increased,Decreased,Increased,Increased,6,10,0,0,6,Democrats,,7,1,4,1,5,4,6,1,1,1,6
276,219637,9/10/2010 10:04,Complete,,,98.221.153.131,-74.6598,40.3648,United States,Princeton,NJ,,,,,FY101339,,I agree to participate,FY101339,,25,,,start,8,0,photo,,,,senator,,,,,,,,,Chancellor of Germany,,Senate Minority Leader,percent,,,0,0,0,0,,0,0,0,0,1,7,3,5,1,4,,Liberal,,NY Times,Washington Post,, Other ,The Economist magazine,,,PBS,,,,,,,,,,,,NPR,,,,,,,,Other,Slate.com,1,A lot,1,2,Other,unclassified,,,,,95,65,,,90,40,open,,,Russia,heart attacks/cardiovascular,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,9,George H. Bush,,,0,4,8,3,7,0,5,2,22%,7%,14%,Branch A,Increased,Decreased,Increased,,,,,7,10,10,10,8,Democrats,,,,3,4,5,4,2,2,1,1,5
277,219654,9/10/2010 10:28,Complete,,,86.134.44.231,-1.4,50.9,United Kingdom,Southampton,M4,,,,,FY101122,,I agree to participate,FY101122,,28,,,start,6,5,nonphoto,House Speaker,President of France,Attorney-general,,,,,Chancellor of Germany,no idea,,,,,,,regular,Don't Know,Couldn't Say,,,,,,,,,,4,6,2,3,2,6,,Slightly conservative,Wall Street Journal,NY Times,,USA Today,,,,,,,,,,,,,BBC,,CNN,,,,,,,,,,,,0,,5,3,Other,Not a voter,,,,50,50,50,50,50,60,40,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can  ask anyone they suspect of being an illegal immigrant for their papers,9,Bill Clinton,Couldn't say,Couldn't say,,,,,,,,,35%,40%,20%,Branch B,,,,Increased,Decreased,Increased,Increased,6,0,0,0,5,Republicans,,,,2,5,5,1,2,5,2,5,4
278,219660,9/10/2010 10:39,Complete,,,64.252.182.127,-72.9241,41.3111,United States,New Haven,CT,,,,,FY101624,,I agree to participate,FY101624,,67,,,end,,,nonphoto,Senate Republican Majority Leader,French President,FDIC Chairman,,,,,?,?,,,,,,,percent,,,10,,,,,,,5,5,5,6,1,5,3,6,,Conservative,Wall Street Journal,,,, Other ,Internet,CBS,Fox,,,,,,Fox News,,,,,CNN,,NPR,,,,,,,,Other,msn.com,2,A lot,3,8,Independent,,,,Closer to Republican Party,50,60,40,85,30,90,15,closed,[Erstwhile] Soviet Union,Heart Disease,,,Don’t Know,,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,6,George W. Bush,,,3,2,2,5,4,1,7,8,20%,20%,35%,Branch B,,,,Increased,Remained the Same,Increased,Increased,8,10,0,8,1,Don't Know,,7,8,6,2,3,5,2,4,4,5,4
279,219681,9/10/2010 10:38,Complete,,,97.83.84.184,-84.9151,45.3449,United States,Petoskey,MI,49770,,,,FY101283,,I agree to participate,FY101283,,30,,,start,0,10,nonphoto,Senate majority leader,President of France,Chm. Dept of Homeland Security,,,,,Chancellor of Germany,Senate minority leader,,,,,,,regular,Robert Gates,Stephen Breyer,,,,,,,,,,4,4,4,7,2,6,,Conservative,Wall Street Journal,,,, Other ,Christian Science Monitor,,Fox,PBS,,,,,Fox News,,,,,CNN,,,,, Others ,only listen to music on the radio,,,,Other,Wall Street Journal,7,A lot,7,5,Independent,,,,Closer to Republican Party,40,50,15,70,40,100,0,closed,United States,Breast Cancer,,,"Ask for papers only if the person has been stopped for suspicion about some other transgression, and if they are suspected to be an illegal immigrant",6,Can ask people they suspect of being illegal immigrants for their papers only when stopping them for other reasons.,10,Bill Clinton,Does not reimburse routine mammograms for women younger than 50,Limits future increases in payments to Medicare providers,,,,,,,,,25%,30%,70%,Branch B,,,,Remained the Same,Decreased,Increased,Increased,10,10,10,10,10,Republicans,,,,2,6,5,6,1,4,4,4,4
