,misinfo,topic,polling_firm,sponsor,academic_comm,date,question,link,correct,leaning correct,incorrect,leaning incorrect,dk,not sure,refused_na,no opinion,undecided,misinformation,n_options,explicit_dk,explicit_ns,matter_of_opinion,n,mode,l_congenial_options,r_congenial_options,correct_valence ,prompt_type ,ire,footnotes
82,Y,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,09/12-18/13,"(I'm going to read you a list of specific elements or parts of the law. For each, please tell me whether you think it is included in the (2010) health reform law, or not.) To the best of your knowledge, would you say the health reform law does or does not...cut benefits for people in the traditional Medicare program?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge AND  would AND  you AND  say AND  the AND  health AND  reform AND  law AND  does or does not gradually&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=September 12-18, 2013&sample=1503&qstn_list=&qstnid=1838845&qa_list=&qstn_id4=1838845&study_list=&lastSearchId=317673066318&archno=USPSRA2013-HNI122&keywordDisplay=",40,0,42,0,18,0,0,0,0,,2,N,N,Y,"1,503",telephone,,,L,TBYK,N,Don't know/Refused (18%); landline(752)/cellular(751)
83,N,ACA,Social Science Research Solutions,Kaiser Family Foundation/Harvard School of Public Health,1,01/04-14/11,"Do you think health care costs nationally are rising faster than the overall rate of inflation, slower than the overall rate of inflation, or at about the same rate?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  health AND  care AND  costs AND  nationally AND  are AND  rising AND  faster AND  than AND  the AND  overall AND  rate AND  of inflation AND  slower AND  than AND  the AND  overall AND  rate AND  of inflation&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation, Harvard School of Public Health&studydate=January 4-16, 2011&sample=1502&qstn_list=&qstnid=1779307&qa_list=&qstn_id4=1779307&study_list=&lastSearchId=317673066469&archno=USICR2011-POL020&keywordDisplay=",63,0,33,0,4,0,0,0,0,,3,N,N,Y,"1,502",telephone,0,2,L,DYT,N,landline(1000)/cellular(502)
84,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,03/10-15/10,"As far as you know, has the independent Congressional Budget Office which analyzes the cost of legislation said the health reform legislation currently being discussed in Congress will increase the federal budget deficit over the next ten years, decrease the deficit over the next ten years, or is it not expected to have much impact on the deficit?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you know AND  has AND  the AND  independent AND  congressional AND  budget AND  office AND  which AND  analyzes AND  the AND  cost AND  of AND  legislation AND  said AND  the AND  health AND  reform AND  legislation&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=March 10-15, 2010&sample=1208&qstn_list=&qstnid=1758789&qa_list=&qstn_id4=1758789&study_list=&lastSearchId=317673066462&archno=USPSRA2010-HNI085&keywordDisplay=",15,0,75,0,10,0,0,0,0,,3,N,N,Y,"1,208",telephone,1,1,L,AFYK,N,Don't know/Refused (10%)
85,N,ACA,Princeton Survey Research Associates International,Kaiser Family Foundation,0,04/09-14/10,"As far as you know, has the independent Congressional Budget Office which analyzes the cost of legislation said the health reform law will (increase) the federal budget deficit over the next ten years, (decrease) the deficit over the next ten years, or is it not expected to have much impact on the deficit?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you know AND  has AND  the AND  independent AND  congressional AND  budget AND  office AND  which AND  analyzes AND  the AND  cost AND  of AND  legislation AND  said AND  the AND  health AND  reform AND  legislation&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Henry J. Kaiser Family Foundation&studydate=April 9-14, 2010&sample=1208&qstn_list=&qstnid=1761269&qa_list=&qstn_id4=1761269&study_list=&lastSearchId=317673066446&archno=USPSRA2010-HNI086&keywordDisplay=",25,0,61,0,13,0,0,0,0,,3,N,N,Y,"1,208",telephone,1,1,L,AFYK,N,Don't know/Refused (13%)
86,Y,ACA Death Panel,Opinion Research Corporation,Pew Research Center for the People and the Press,1,08/14-17/09,"From what you know, do you think it is true or not true that the health care (reform) legislation will create these so called 'death panels' (or government organizations that will and will not receive health services when they are critically ill)?",https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=death AND  panels&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Pew Research Center for the People & the Press&studydate=01-JAN-34&sample=1003&qstn_list=&qstnid=1745932&qa_list=&qstn_id4=1745932&study_list=&lastSearchId=317673066483&archno=&keywordDisplay=,50,0,30,0,20,0,0,0,0,,2,N,N,Y,"1,003",telephone,0,1,N,FWYK,N,Don't know/Refused (20%)
87,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,06/18-19/08,"Do you think Saddam Hussein's regime in Iraq was directly involved in planning, financing, or carrying out the terrorist attacks of September 11th, 2001 (on the World Trade Center and the Pentagon), or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=involved AND  in planning financing or carrying AND  out AND  the AND  terrorist AND  attacks AND  of AND  septembe&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=June 18-19, 2008&sample=1010&qstn_list=&qstnid=1709394&qa_list=&qstn_id4=1709394&study_list=&lastSearchId=317673066496&archno=USPSRA2008-NW06&keywordDisplay=",56,0,34,0,10,0,0,0,0,,2,N,N,Y,"1,010",telephone,,,L,DYT,N,
88,Y,Iraq Chemical Weapons,Princeton Survey Research Associates International,Newsweek,0,06/18-19/07,"(Next I'd like to ask about some things that have been in the news. Please answer as best you can. If you don't know the answer just tell me and we'll move to the next question.)...To the best of your knowledge, has the US (United States) found chemical or biological weapons hidden by Saddam Hussein's regime since the Iraq war began in 2003, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=to AND  the AND  best AND  of AND  your knowledge AND  has AND  the u s AND  found AND  chemical or biological AND  weapons AND  hidden AND  by AND  saddam AND  hussein&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=June 18-19, 2007&sample=1001&qstn_list=&qstnid=1684465&qa_list=&qstn_id4=1684465&study_list=&lastSearchId=317673066504&archno=USPSRA2007-NW07&keywordDisplay=",70,0,20,0,10,0,0,0,0,,3,Y,N,Y,"1,001",telephone,0,1,L,TBYK,N,Don't know/Refused (10%)
89,Y,Iraq 9/11,Princeton Survey Research Associates International,Newsweek,0,06/18-19/07,"(Next I'd like to ask about some things that have been in the news. Please answer as best you can. If you don't know the answer just tell me and we'll move to the next question.)...Which one of the following countries did most of the 9/11 (September 11, 2001) hijackers (that attacked the World Trade Center and the Pentagon) come from?...Saudi Arabia, Iraq, Iran, Syria","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=which AND  one AND  of AND  the AND  following AND  countries AND  did AND  most AND  of AND  the AND  9 AND  11 AND  hijackers AND  come AND  from&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Newsweek&studydate=June 18-19, 2007&sample=1001&qstn_list=&qstnid=1684468&qa_list=&qstn_id4=1684468&study_list=&lastSearchId=317673066517&archno=USPSRA2007-NW07&keywordDisplay=",43,0,45,0,12,0,0,0,0,,5,Y,N,N,"1,001",telephone,0,1,N,N/A,N,Don't know/Refused (12%)
90,Y,Iraq WMD,Peter D. Hart and Robert M. Teeter Research Companies,NBC News/WSJ,0,06/25-28/04,"(Based on what you have learned, please tell me whether you believe each of the following is true or is not true.)・ Iraq had weapons of mass destruction.","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=iraq AND  had AND  weapons AND  of AND  mass AND  destruction&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=NBC News, Wall Street Journal&studydate=June 25-28, 2004&sample=1025&qstn_list=&qstnid=518640&qa_list=&qstn_id4=518640&study_list=&lastSearchId=317673068577&archno=USNBCWSJ2004-6044&keywordDisplay=",37,0,54,0,0,9,0,0,0,,2,N,Y,Y,"1,025",telephone,0,1,L,BWYH,N,
91,Y,Iraq 9/11,Peter D. Hart and Robert M. Teeter Research Companies,NBC News/WSJ,0,06/25-28/04,"(Based on what you have learned, please tell me whether you believe each of the following is true or is not true.)... Iraq was connected to the September eleventh (2001) terrorist attacks (on the World Trade Center and the Pentagon)","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=iraq AND  was AND  connected AND  to AND  the AND  september AND  eleventh AND  terrorist attacks&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=NBC News, Wall Street Journal&studydate=June 25-28, 2004&sample=1025&qstn_list=&qstnid=518641&qa_list=&qstn_id4=518641&study_list=&lastSearchId=317673068611&archno=USNBCWSJ2004-6044&keywordDisplay=",49,0,40,0,0,11,0,0,0,,2,N,Y,Y,"1,025",telephone,0,1,L,BWYH,N,
92,Y,Iraq WMD,Princeton Survey Research Associates,Knight Ridder,0,01/03-06/03,"As far as you know, does Iraq now have・nuclear weapons, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you know AND  does AND  iraq AND  now AND  have AND  nuclear weapons&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Knight Ridder&studydate=January 3-6, 2003&sample=1204&qstn_list=&qstnid=1677076&qa_list=&qstn_id4=1677076&study_list=&lastSearchId=317673068632&archno=USPSRA2003-22099&keywordDisplay=",24,0,41,0,36,0,0,0,0,,2,N,N,Y,"1,204",telephone,0,1,L,AFYK,N,Don't know/Refused (36%)
93,Y,Iraq Chemical Weapons,Princeton Survey Research Associates,Knight Ridder,0,01/03-06/03,"As far as you know, does Iraq now have・chemical or biological weapons?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=as AND  far AND  as AND  you know AND  does AND  iraq AND  now AND  have AND  chemical or biological weapons&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Knight Ridder&studydate=January 3-6, 2003&sample=1204&qstn_list=&qstnid=1677077&qa_list=&qstn_id4=1677077&study_list=&lastSearchId=317673068649&archno=USPSRA2003-22099&keywordDisplay=",9,0,62,0,29,0,0,0,0,,2,N,N,Y,"1,204",telephone,0,1,L,AFYK,N,Don't know/Refused (29%)
94,Y,Iraq Al Qaeda,Princeton Survey Research Associates,Knight Ridder,0,01/03-06/03,"Please try to answer my next questions about Iraq to the best of your knowledge. But if you're not sure of an answer--that's okay--just tell me and I'll go to the next question. Do you think Iraq and Al Queda--Osama bin Laden's organization--are allied and working together to plan new acts of terrorism, or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=do AND  you AND  think AND  iraq AND  organization  AND  are AND  allied and working AND  together AND  to AND  plan AND  new AND  acts AND  of terrorism&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Knight Ridder&studydate=January 3-6, 2003&sample=1204&qstn_list=&qstnid=1677480&qa_list=&qstn_id4=1677480&study_list=&lastSearchId=317673068672&archno=USPSRA2003-22099&keywordDisplay=",16,0,65,0,19,0,0,0,0,,3,Y,N,Y,"1,204",telephone,0,1,L,DYT,N,Don't know/Refused (19%)
95,Y,Iraq 9/11,Gallup Organization,CNN/USA Today,0,06/21-23/04,"Do you think Saddam Hussein was personally involved in the September 11th (2001) terrorist attacks (on the World Trade Center and the Pentagon), or not?","https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=was AND  personally AND  involved AND  in AND  the AND  september AND  11th AND  terrorist attacks&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Cable News Network, USA Today&studydate=June 21-23, 2004&sample=1005&qstn_list=&qstnid=518027&qa_list=&qstn_id4=518027&study_list=&lastSearchId=317673068694&archno=USAIPOCNUS2004-21&keywordDisplay=",51,0,44,0,0,0,0,5,0,,2,N,N,Y,"1,005",telephone,0,1,L,DYT,N,
96,Y,Iraq Al Qaeda,Gallup Organization,CNN/USA Today,0,06/21-23/04,Do you think Saddam Hussein did--or did not--have long-established ties to Osama bin Laden's terrorist organization known as al Qaeda?,"https://ropercenter.cornell.edu/CFIDE/cf/action/ipoll/questionDetail.cfm?keyword=have long established AND  ties AND  to&keywordoptions=1&exclude=&excludeOptions=1&topic=Any&organization=Any&label=&fromdate=1/1/1935&toDate=&stitle=&sponsor=Cable News Network, USA Today&studydate=June 21-23, 2004&sample=1005&qstn_list=&qstnid=518028&qa_list=&qstn_id4=518028&study_list=&lastSearchId=317673068715&archno=USAIPOCNUS2004-21&keywordDisplay=",28,0,67,0,0,0,0,5,0,,2,N,N,Y,"1,005",telephone,0,1,L,DYT,N,
